,dist_code,district,month,sector,investment in cr,number_of_employees
370,20_2,Jagtial,01-08-2019,Agro based incl Cold Storages,0.246,7
371,20_2,Jagtial,01-08-2019,Beverages,0.22,7
372,20_2,Jagtial,01-09-2019,Engineering,0.061,4
373,20_2,Jagtial,01-09-2019,Beverages,0.2408,10
374,20_2,Jagtial,01-09-2019,Agro based incl Cold Storages,1.0,25
375,20_2,Jagtial,01-09-2019,Food Processing,0.35,25
376,20_2,Jagtial,01-10-2019,Wood and Leather,0.5,17
377,20_2,Jagtial,01-10-2019,Food Processing,2.2027,64
378,20_2,Jagtial,01-10-2019,Engineering,0.23,10
379,20_2,Jagtial,01-10-2019,Agro based incl Cold Storages,0.855,22
380,20_2,Jagtial,01-11-2019,Others,0.12,2
381,20_2,Jagtial,01-11-2019,Granite and Stone Crushing,0.25,20
382,20_2,Jagtial,01-11-2019,Engineering,0.56,27
383,20_2,Jagtial,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1122,4
384,20_2,Jagtial,01-11-2019,Beverages,0.09,4
385,20_2,Jagtial,01-11-2019,Agro based incl Cold Storages,0.276,6
386,20_2,Jagtial,01-11-2019,Food Processing,0.263,6
387,20_2,Jagtial,01-12-2019,Granite and Stone Crushing,0.25,20
388,20_2,Jagtial,01-12-2019,Food Processing,0.375,20
389,20_2,Jagtial,01-12-2019,Engineering,0.225,14
390,20_2,Jagtial,01-12-2019,Beverages,0.1,4
391,20_2,Jagtial,01-01-2020,Food Processing,0.405,20
392,20_2,Jagtial,01-01-2020,Engineering,0.472,12
393,20_2,Jagtial,01-01-2020,Electrical and Electronic Products,0.05,2
394,20_2,Jagtial,01-01-2020,Granite and Stone Crushing,0.046,2
395,20_2,Jagtial,01-01-2020,Beverages,0.17,4
396,20_2,Jagtial,01-01-2020,Agro based incl Cold Storages,0.22,4
397,20_2,Jagtial,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.086,4
398,20_2,Jagtial,01-01-2020,Paper and Printing,0.25,8
399,20_2,Jagtial,01-01-2020,Wood and Leather,0.2,4
400,20_2,Jagtial,01-02-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.355,12
401,20_2,Jagtial,01-02-2020,Beverages,0.1,4
402,20_2,Jagtial,01-02-2020,Agro based incl Cold Storages,0.331,12
403,20_2,Jagtial,01-02-2020,Food Processing,0.9235,49
404,20_2,Jagtial,01-02-2020,Wood and Leather,0.15,4
405,20_2,Jagtial,01-03-2020,Engineering,0.16,4
406,20_2,Jagtial,01-03-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.402,14
407,20_2,Jagtial,01-03-2020,Beverages,0.275,12
408,20_2,Jagtial,01-03-2020,Agro based incl Cold Storages,0.202,8
409,20_2,Jagtial,01-03-2020,Food Processing,0.6525,38
410,20_2,Jagtial,01-04-2020,Food Processing,0.15,4
411,20_2,Jagtial,01-05-2020,Engineering,0.057,4
412,20_2,Jagtial,01-05-2020,Granite and Stone Crushing,0.1,9
413,20_2,Jagtial,01-06-2020,Food Processing,1.955,42
414,20_2,Jagtial,01-06-2020,Engineering,0.1725,10
415,20_2,Jagtial,01-06-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,10
416,20_2,Jagtial,01-06-2020,Beverages,0.11,4
417,20_2,Jagtial,01-06-2020,Agro based incl Cold Storages,0.6385,20
418,20_2,Jagtial,01-07-2020,Textiles,0.2325,12
419,20_2,Jagtial,01-07-2020,Engineering,0.4033,18
420,20_2,Jagtial,01-07-2020,Beverages,0.497,18
421,20_2,Jagtial,01-07-2020,Agro based incl Cold Storages,1.0465,37
422,20_2,Jagtial,01-07-2020,Food Processing,0.5125,25
423,20_2,Jagtial,01-07-2020,Wood and Leather,0.06,2
424,20_2,Jagtial,01-08-2020,Wood and Leather,0.25,4
425,20_2,Jagtial,01-08-2020,Plastic and Rubber,0.14,4
426,20_2,Jagtial,01-08-2020,Food Processing,0.4,6
427,20_2,Jagtial,01-08-2020,Paper and Printing,0.15,2
428,20_2,Jagtial,01-08-2020,Engineering,0.19,4
429,20_2,Jagtial,01-08-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8
430,20_2,Jagtial,01-08-2020,Beverages,0.18,4
431,20_2,Jagtial,01-08-2020,Agro based incl Cold Storages,0.8975,28
432,20_2,Jagtial,01-09-2020,Agro based incl Cold Storages,0.9195,26
433,20_2,Jagtial,01-09-2020,Food Processing,5.976,168
434,20_2,Jagtial,01-09-2020,Engineering,0.496,14
435,20_2,Jagtial,01-09-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.29,40
436,20_2,Jagtial,01-09-2020,Beverages,0.15,10
437,20_2,Jagtial,01-10-2020,Engineering,0.137,4
438,20_2,Jagtial,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.27,12
439,20_2,Jagtial,01-10-2020,Beverages,0.13,2
440,20_2,Jagtial,01-10-2020,Agro based incl Cold Storages,1.0105,30
441,20_2,Jagtial,01-10-2020,Wood and Leather,0.142,4
442,20_2,Jagtial,01-10-2020,Others,0.1896,6
443,20_2,Jagtial,01-10-2020,Food Processing,1.3713,29
444,20_2,Jagtial,01-11-2020,Wood and Leather,0.261,8
445,20_2,Jagtial,01-11-2020,Paper and Printing,0.05,4
446,20_2,Jagtial,01-11-2020,Engineering,0.22,10
447,20_2,Jagtial,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2775,16
448,20_2,Jagtial,01-11-2020,Beverages,0.302,8
449,20_2,Jagtial,01-11-2020,Agro based incl Cold Storages,0.5695,14
450,20_2,Jagtial,01-12-2020,Granite and Stone Crushing,0.5,15
451,20_2,Jagtial,01-12-2020,Engineering,0.4495,15
452,20_2,Jagtial,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.103,2
453,20_2,Jagtial,01-12-2020,Beverages,0.342,12
454,20_2,Jagtial,01-12-2020,Agro based incl Cold Storages,1.3835,30
455,20_2,Jagtial,01-01-2021,Agro based incl Cold Storages,2.5765,60
456,20_2,Jagtial,01-01-2021,Beverages,0.249,8
457,20_2,Jagtial,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.745,30
458,20_2,Jagtial,01-01-2021,Engineering,0.4815,23
459,20_2,Jagtial,01-01-2021,Food Processing,0.32,8
460,20_2,Jagtial,01-01-2021,Granite and Stone Crushing,0.5,25
461,20_2,Jagtial,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2325,12
462,20_2,Jagtial,01-02-2021,Beverages,0.272,14
463,20_2,Jagtial,01-02-2021,Agro based incl Cold Storages,0.687,20
464,20_2,Jagtial,01-02-2021,Engineering,0.2795,14
465,20_2,Jagtial,01-02-2021,Food Processing,7.306,43
466,20_2,Jagtial,01-02-2021,Paper and Printing,0.036,2
467,20_2,Jagtial,01-03-2021,Textiles,0.1,4
468,20_2,Jagtial,01-03-2021,Granite and Stone Crushing,0.495,25
469,20_2,Jagtial,01-03-2021,Agro based incl Cold Storages,2.2215,49
470,20_2,Jagtial,01-03-2021,Beverages,0.297,12
471,20_2,Jagtial,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.43,16
472,20_2,Jagtial,01-03-2021,Engineering,0.271,8
473,20_2,Jagtial,01-03-2021,Food Processing,1.608,37
474,20_2,Jagtial,01-04-2021,Beverages,0.086,2
475,20_2,Jagtial,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.59,20
476,20_2,Jagtial,01-04-2021,Agro based incl Cold Storages,1.8195,40
477,20_2,Jagtial,01-04-2021,Engineering,0.381,12
478,20_2,Jagtial,01-04-2021,Food Processing,1.2869,52
479,20_2,Jagtial,01-04-2021,Pharmaceuticals and Chemicals,0.1,4
480,20_2,Jagtial,01-04-2021,Wood and Leather,0.132,2
481,20_2,Jagtial,01-05-2021,Granite and Stone Crushing,0.7,15
482,20_2,Jagtial,01-05-2021,Paper and Printing,0.05,4
483,20_2,Jagtial,01-05-2021,Agro based incl Cold Storages,1.4715,26
484,20_2,Jagtial,01-05-2021,Beverages,0.091,2
485,20_2,Jagtial,01-05-2021,Engineering,0.311,8
486,20_2,Jagtial,01-05-2021,Food Processing,2.9335,38
487,20_2,Jagtial,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8
488,20_2,Jagtial,01-06-2021,Beverages,0.16,4
489,20_2,Jagtial,01-06-2021,Agro based incl Cold Storages,6.6489,81
490,20_2,Jagtial,01-06-2021,Engineering,0.5755,15
491,20_2,Jagtial,01-06-2021,Granite and Stone Crushing,0.245,10
492,20_2,Jagtial,01-07-2021,Wood and Leather,0.25,4
493,20_2,Jagtial,01-07-2021,Food Processing,5.087,66
494,20_2,Jagtial,01-07-2021,Engineering,0.332,6
495,20_2,Jagtial,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,4
496,20_2,Jagtial,01-07-2021,Beverages,0.2,4
497,20_2,Jagtial,01-07-2021,Agro based incl Cold Storages,1.9525,43
498,20_2,Jagtial,01-08-2021,Agro based incl Cold Storages,1.2225,28
499,20_2,Jagtial,01-08-2021,Engineering,0.05,2
500,20_2,Jagtial,01-08-2021,Food Processing,0.417,11
501,20_2,Jagtial,01-08-2021,Granite and Stone Crushing,0.625,16
502,20_2,Jagtial,01-08-2021,Wood and Leather,0.12,2
503,20_2,Jagtial,01-09-2021,Agro based incl Cold Storages,1.9895,40
504,20_2,Jagtial,01-09-2021,Beverages,0.16,4
505,20_2,Jagtial,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
506,20_2,Jagtial,01-09-2021,Engineering,0.45,10
507,20_2,Jagtial,01-09-2021,Food Processing,0.768,24
508,20_2,Jagtial,01-10-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,4
509,20_2,Jagtial,01-10-2021,Beverages,0.1,4
510,20_2,Jagtial,01-10-2021,Agro based incl Cold Storages,0.711,11
511,20_2,Jagtial,01-10-2021,Granite and Stone Crushing,0.25,10
512,20_2,Jagtial,01-10-2021,Food Processing,1.7225,36
513,20_2,Jagtial,01-10-2021,Engineering,0.101,2
514,20_2,Jagtial,01-11-2021,Beverages,0.35,9
515,20_2,Jagtial,01-11-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.53,22
516,20_2,Jagtial,01-11-2021,Engineering,0.136,3
517,20_2,Jagtial,01-11-2021,Food Processing,3.874,78
518,20_2,Jagtial,01-11-2021,Granite and Stone Crushing,0.48,25
519,20_2,Jagtial,01-11-2021,Paper and Printing,0.21,9
520,20_2,Jagtial,01-12-2021,Paper and Printing,0.23,4
521,20_2,Jagtial,01-12-2021,Engineering,0.1135,3
522,20_2,Jagtial,01-12-2021,Food Processing,2.042,43
523,20_2,Jagtial,01-01-2022,Textiles,0.4268,16
524,20_2,Jagtial,01-01-2022,Food Processing,2.27,63
525,20_2,Jagtial,01-01-2022,Engineering,0.11,2
526,20_2,Jagtial,01-01-2022,Beverages,0.1,5
527,20_2,Jagtial,01-02-2022,Granite and Stone Crushing,0.25,12
528,20_2,Jagtial,01-02-2022,Food Processing,0.992,22
529,20_2,Jagtial,01-02-2022,Engineering,0.548,10
530,20_2,Jagtial,01-02-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,2
531,20_2,Jagtial,01-02-2022,Beverages,0.1,4
532,20_2,Jagtial,01-03-2022,Engineering,0.05,3
533,20_2,Jagtial,01-03-2022,Plastic and Rubber,0.101,2
534,20_2,Jagtial,01-03-2022,Food Processing,0.2131,4
535,20_2,Jagtial,01-03-2022,Beverages,0.25,11
536,20_2,Jagtial,01-03-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,8
537,20_2,Jagtial,01-04-2022,Food Processing,1.343,29
538,20_2,Jagtial,01-04-2022,Agro based incl Cold Storages,0.12,2
539,20_2,Jagtial,01-04-2022,Engineering,0.17,8
540,20_2,Jagtial,01-04-2022,Paper and Printing,0.17,4
541,20_2,Jagtial,01-05-2022,Food Processing,1.0482,35
542,20_2,Jagtial,01-05-2022,Engineering,0.311,8
543,20_2,Jagtial,01-05-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.245,8
544,20_2,Jagtial,01-05-2022,Beverages,0.17,4
545,20_2,Jagtial,01-05-2022,Agro based incl Cold Storages,0.25,6
546,20_2,Jagtial,01-06-2022,Others,0.27,15
547,20_2,Jagtial,01-06-2022,Food Processing,1.196,33
548,20_2,Jagtial,01-06-2022,Engineering,0.251,6
549,20_2,Jagtial,01-06-2022,Beverages,0.02,1
550,20_2,Jagtial,01-07-2022,Food Processing,1.5268,35
551,20_2,Jagtial,01-07-2022,Beverages,0.12,4
552,20_2,Jagtial,01-07-2022,Agro based incl Cold Storages,0.235,8
553,20_2,Jagtial,01-07-2022,Engineering,0.19,3
554,20_2,Jagtial,01-08-2022,Agro based incl Cold Storages,0.25,6
555,20_2,Jagtial,01-08-2022,Beverages,0.211,6
556,20_2,Jagtial,01-08-2022,Engineering,0.05,2
557,20_2,Jagtial,01-08-2022,Food Processing,1.72,53
558,20_2,Jagtial,01-08-2022,Others,0.25,4
559,20_2,Jagtial,01-09-2022,Food Processing,1.43,28
560,20_2,Jagtial,01-09-2022,Engineering,0.251,4
561,20_2,Jagtial,01-09-2022,Beverages,0.11,4
562,20_2,Jagtial,01-10-2022,Food Processing,1.29,39
563,20_2,Jagtial,01-10-2022,Agro based incl Cold Storages,0.2,4
564,20_2,Jagtial,01-11-2022,Engineering,0.1,2
565,20_2,Jagtial,01-11-2022,Food Processing,2.46,52
566,20_2,Jagtial,01-12-2022,Food Processing,7.4199,63
567,20_2,Jagtial,01-12-2022,Engineering,0.1,2
568,20_2,Jagtial,01-01-2023,Food Processing,4.095,59
569,20_2,Jagtial,01-01-2023,Beverages,0.1,4
570,20_2,Jagtial,01-02-2023,Food Processing,1.9898,18
571,20_2,Jagtial,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4
572,20_2,Jagtial,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,27
573,20_2,Jagtial,01-03-2023,Wood and Leather,0.2,6
574,20_2,Jagtial,01-03-2023,Beverages,0.06,4
575,20_2,Jagtial,01-03-2023,Food Processing,4.7451,68
576,21_3,Jangoan,01-04-2019,Engineering,0.05,3
577,21_3,Jangoan,01-05-2019,Agro based incl Cold Storages,0.47,10
578,21_3,Jangoan,01-05-2019,Beverages,0.07,2
579,21_3,Jangoan,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,12
580,21_3,Jangoan,01-05-2019,Food Processing,0.755,50
581,21_3,Jangoan,01-05-2019,Granite and Stone Crushing,1.0208,10
582,21_3,Jangoan,01-06-2019,Agro based incl Cold Storages,0.31,9
583,21_3,Jangoan,01-06-2019,Beverages,0.11,7
584,21_3,Jangoan,01-07-2019,Agro based incl Cold Storages,0.866,9
585,21_3,Jangoan,01-07-2019,Food Processing,0.8084,10
586,21_3,Jangoan,01-07-2019,Textiles,0.03,4
587,21_3,Jangoan,01-08-2019,Paper and Printing,0.15,6
588,21_3,Jangoan,01-08-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,5
589,21_3,Jangoan,01-08-2019,Agro based incl Cold Storages,0.88,28
590,21_3,Jangoan,01-08-2019,Beverages,0.04,2
591,21_3,Jangoan,01-09-2019,Beverages,1.83,15
592,21_3,Jangoan,01-09-2019,Food Processing,0.07,4
593,21_3,Jangoan,01-09-2019,Textiles,0.37,50
594,21_3,Jangoan,01-09-2019,Agro based incl Cold Storages,0.3,11
595,21_3,Jangoan,01-10-2019,Agro based incl Cold Storages,0.36,16
596,21_3,Jangoan,01-10-2019,Plastic and Rubber,0.2475,5
597,21_3,Jangoan,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,2
598,21_3,Jangoan,01-11-2019,Food Processing,0.055,5
599,21_3,Jangoan,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2744,17
600,21_3,Jangoan,01-11-2019,Beverages,0.05,2
601,21_3,Jangoan,01-11-2019,Agro based incl Cold Storages,0.4738,15
602,21_3,Jangoan,01-12-2019,Beverages,0.0225,2
603,21_3,Jangoan,01-12-2019,Agro based incl Cold Storages,0.145,2
604,21_3,Jangoan,01-01-2020,Agro based incl Cold Storages,0.78,14
605,21_3,Jangoan,01-01-2020,Beverages,0.2486,8
606,21_3,Jangoan,01-01-2020,Granite and Stone Crushing,0.53,30
607,21_3,Jangoan,01-02-2020,Agro based incl Cold Storages,0.51,7
608,21_3,Jangoan,01-03-2020,Wood and Leather,0.028,2
609,21_3,Jangoan,01-03-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1091,8
610,21_3,Jangoan,01-03-2020,Agro based incl Cold Storages,0.539,14
611,21_3,Jangoan,01-04-2020,Agro based incl Cold Storages,0.09,4
612,21_3,Jangoan,01-06-2020,Food Processing,0.12,3
613,21_3,Jangoan,01-06-2020,Engineering,0.04,2
614,21_3,Jangoan,01-06-2020,Agro based incl Cold Storages,0.115,2
615,21_3,Jangoan,01-07-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,12
616,21_3,Jangoan,01-07-2020,Beverages,0.045,2
617,21_3,Jangoan,01-07-2020,Engineering,0.144,4
618,21_3,Jangoan,01-07-2020,Granite and Stone Crushing,0.135,12
619,21_3,Jangoan,01-08-2020,Pharmaceuticals and Chemicals,0.08,5
620,21_3,Jangoan,01-08-2020,Granite and Stone Crushing,2.35,31
621,21_3,Jangoan,01-08-2020,Food Processing,0.03,2
622,21_3,Jangoan,01-08-2020,Engineering,0.15,3
623,21_3,Jangoan,01-08-2020,Beverages,0.0225,1
624,21_3,Jangoan,01-09-2020,Agro based incl Cold Storages,0.1974,10
625,21_3,Jangoan,01-09-2020,Beverages,0.028,2
626,21_3,Jangoan,01-09-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.342,20
627,21_3,Jangoan,01-09-2020,Engineering,0.02,2
628,21_3,Jangoan,01-09-2020,Food Processing,0.095,2
629,21_3,Jangoan,01-09-2020,Granite and Stone Crushing,2.36,40
630,21_3,Jangoan,01-09-2020,Plastic and Rubber,0.2,7
631,21_3,Jangoan,01-10-2020,Agro based incl Cold Storages,0.65,8
632,21_3,Jangoan,01-10-2020,Wood and Leather,0.02,1
633,21_3,Jangoan,01-10-2020,Plastic and Rubber,0.06,2
634,21_3,Jangoan,01-10-2020,Food Processing,0.43,30
635,21_3,Jangoan,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.391,23
636,21_3,Jangoan,01-11-2020,Wood and Leather,0.039,1
637,21_3,Jangoan,01-11-2020,Food Processing,3.9275,94
638,21_3,Jangoan,01-11-2020,Engineering,0.1582,3
639,21_3,Jangoan,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
640,21_3,Jangoan,01-11-2020,Agro based incl Cold Storages,0.18,7
641,21_3,Jangoan,01-12-2020,Beverages,0.037,1
642,21_3,Jangoan,01-12-2020,Agro based incl Cold Storages,0.34,13
643,21_3,Jangoan,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4
644,21_3,Jangoan,01-12-2020,Food Processing,2.03,43
645,21_3,Jangoan,01-01-2021,Food Processing,0.62,14
646,21_3,Jangoan,01-01-2021,Agro based incl Cold Storages,1.17,11
647,21_3,Jangoan,01-01-2021,Beverages,0.027,1
648,21_3,Jangoan,01-02-2021,Food Processing,0.235,10
649,21_3,Jangoan,01-02-2021,Engineering,0.03,2
650,21_3,Jangoan,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,6
651,21_3,Jangoan,01-02-2021,Agro based incl Cold Storages,1.635,26
652,21_3,Jangoan,01-03-2021,Food Processing,2.672,50
653,21_3,Jangoan,01-03-2021,Wood and Leather,0.053,2
654,21_3,Jangoan,01-03-2021,Engineering,0.52,22
655,21_3,Jangoan,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.44,26
656,21_3,Jangoan,01-03-2021,Agro based incl Cold Storages,0.536,13
657,21_3,Jangoan,01-04-2021,Food Processing,0.03,2
658,21_3,Jangoan,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,3
659,21_3,Jangoan,01-04-2021,Beverages,0.035,1
660,21_3,Jangoan,01-04-2021,Agro based incl Cold Storages,0.93,12
661,21_3,Jangoan,01-05-2021,Food Processing,1.085,9
662,21_3,Jangoan,01-05-2021,Electrical and Electronic Products,1.21,9
663,21_3,Jangoan,01-05-2021,Agro based incl Cold Storages,0.71,14
664,21_3,Jangoan,01-06-2021,Agro based incl Cold Storages,0.6713,16
665,21_3,Jangoan,01-07-2021,Granite and Stone Crushing,2.91,39
666,21_3,Jangoan,01-07-2021,Food Processing,0.28,24
667,21_3,Jangoan,01-07-2021,Agro based incl Cold Storages,2.168,25
668,21_3,Jangoan,01-08-2021,Food Processing,0.99,26
669,21_3,Jangoan,01-08-2021,Agro based incl Cold Storages,1.72,20
670,21_3,Jangoan,01-09-2021,Agro based incl Cold Storages,0.49,10
671,21_3,Jangoan,01-09-2021,Beverages,0.1045,5
672,21_3,Jangoan,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,9
673,21_3,Jangoan,01-09-2021,Food Processing,2.0285,9
674,21_3,Jangoan,01-10-2021,Beverages,0.033,1
675,21_3,Jangoan,01-10-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
676,21_3,Jangoan,01-10-2021,Engineering,0.16,21
677,21_3,Jangoan,01-10-2021,Food Processing,7.14,75
678,21_3,Jangoan,01-10-2021,Wood and Leather,0.07,2
679,21_3,Jangoan,01-11-2021,Food Processing,1.1,14
680,21_3,Jangoan,01-11-2021,Wood and Leather,0.06,2
681,21_3,Jangoan,01-12-2021,Others,1.33,9
682,21_3,Jangoan,01-12-2021,Food Processing,4.857,32
683,21_3,Jangoan,01-01-2022,Beverages,0.058,3
684,21_3,Jangoan,01-01-2022,Food Processing,0.19,4
685,21_3,Jangoan,01-01-2022,Others,0.79,11
686,21_3,Jangoan,01-02-2022,Food Processing,4.7,25
687,21_3,Jangoan,01-02-2022,Beverages,0.0255,1
688,21_3,Jangoan,01-03-2022,Wood and Leather,0.09,2
689,21_3,Jangoan,01-03-2022,Textiles,0.08,3
690,21_3,Jangoan,01-03-2022,Others,4.9,9
691,21_3,Jangoan,01-03-2022,Food Processing,0.0475,2
692,21_3,Jangoan,01-03-2022,Engineering,0.06,2
693,21_3,Jangoan,01-04-2022,Beverages,0.07,3
694,21_3,Jangoan,01-04-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.051,4
695,21_3,Jangoan,01-04-2022,Food Processing,24.252,106
696,21_3,Jangoan,01-04-2022,Others,0.08,3
697,21_3,Jangoan,01-04-2022,Textiles,2.0579,5
698,21_3,Jangoan,01-05-2022,Beverages,0.063,2
699,21_3,Jangoan,01-05-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.055,2
700,21_3,Jangoan,01-05-2022,Engineering,0.133,4
701,21_3,Jangoan,01-05-2022,Food Processing,3.9123,38
702,21_3,Jangoan,01-06-2022,Food Processing,1.715,17
703,21_3,Jangoan,01-07-2022,Beverages,0.029,1
704,21_3,Jangoan,01-07-2022,Wood and Leather,0.01,1
705,21_3,Jangoan,01-07-2022,Granite and Stone Crushing,0.47,15
706,21_3,Jangoan,01-07-2022,Food Processing,2.49,100
707,21_3,Jangoan,01-08-2022,Granite and Stone Crushing,1.18,30
708,21_3,Jangoan,01-08-2022,Food Processing,0.523,21
709,21_3,Jangoan,01-09-2022,Food Processing,5.07,78
710,21_3,Jangoan,01-09-2022,Engineering,0.206,4
711,21_3,Jangoan,01-09-2022,Others,1.0,9
712,21_3,Jangoan,01-10-2022,Engineering,0.08,4
713,21_3,Jangoan,01-10-2022,Food Processing,2.2674,23
714,21_3,Jangoan,01-10-2022,Textiles,2.0579,5
715,21_3,Jangoan,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
716,21_3,Jangoan,01-11-2022,Food Processing,3.6,44
